,no_of_images,ch_in,dim_in_row,dim_in_column,ch_out,dim_out_row,dim_out_column,filter_row,filter_column,feature_map_memory,filter_coefficient_memory,macs,comp,activation,input_map_bytes,output_map_bytes,fitler_coeff_bytes,input_map_location,output_map_location,fitler_location,input_data_movement*1000000.0,output_data_movement*1000000.0,filter_data_movement*1000000.0,total_data_movement*1000000.0,matrix_compute_time*1000000.0,vector_compute_time*1000000.0,total_compute_time*1000000.0,serial*1000000.0,parallel*1000000.0
InceptionV3/InceptionV3/Mixed_7a/Branch_0/Conv2d_0a_1x1/Relu,10.0,192.0,12.0,12.0,192.0,12.0,12.0,0.0,0.0,55296.0,192.0,0.0,27648.0,27648.0,27648.0,27648.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/Mixed_7a/Branch_0/Conv2d_1a_3x3/,10.0,192.0,12.0,12.0,320.0,5.0,5.0,3.0,3.0,73728.0,553280.0,79626240.0,27648.0,8000.0,27648.0,8000.0,553280.0,0.0,0.0,1.0,0.0,0.0,55.328,55.328,6635.52,0.0,6635.52,6690.848,6635.52
InceptionV3/InceptionV3/Mixed_7a/Branch_0/Conv2d_1a_3x3/BiasAdd,10.0,320.0,5.0,5.0,320.0,5.0,5.0,0.0,0.0,16000.0,320.0,0.0,8000.0,8000.0,8000.0,8000.0,320.0,0.0,0.0,1.0,0.0,0.0,0.032,0.032,0.0,0.0,0.0,0.032,0.032
InceptionV3/InceptionV3/Mixed_7a/Branch_0/Conv2d_1a_3x3/Relu,10.0,320.0,5.0,5.0,320.0,5.0,5.0,0.0,0.0,16000.0,320.0,0.0,8000.0,8000.0,8000.0,8000.0,320.0,0.0,0.0,1.0,0.0,0.0,0.032,0.032,0.0,0.0,0.0,0.032,0.032
InceptionV3/Mixed_7a/Branch_1/Conv2d_0a_1x1/,10.0,320.0,5.0,5.0,192.0,12.0,12.0,1.0,1.0,12800.0,61632.0,1536000.0,8000.0,27648.0,8000.0,27648.0,61632.0,0.0,0.0,1.0,0.0,0.0,6.1632,6.1632,307.2,0.0,307.2,313.3632,307.2
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_0a_1x1/BiasAdd,10.0,192.0,12.0,12.0,192.0,12.0,12.0,0.0,0.0,55296.0,192.0,0.0,27648.0,27648.0,27648.0,27648.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_0a_1x1/Relu,10.0,192.0,12.0,12.0,192.0,12.0,12.0,0.0,0.0,55296.0,192.0,0.0,27648.0,27648.0,27648.0,27648.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/Mixed_7a/Branch_1/Conv2d_0b_1x7/,10.0,192.0,12.0,12.0,192.0,12.0,12.0,1.0,7.0,55296.0,258240.0,37158910.0,27648.0,27648.0,27648.0,27648.0,258240.0,0.0,0.0,1.0,0.0,0.0,25.824,25.824,3096.576,0.0,3096.576,3122.4,3096.576
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_0b_1x7/BiasAdd,10.0,192.0,12.0,12.0,192.0,12.0,12.0,0.0,0.0,55296.0,192.0,0.0,27648.0,27648.0,27648.0,27648.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_0b_1x7/Relu,10.0,192.0,12.0,12.0,192.0,12.0,12.0,0.0,0.0,55296.0,192.0,0.0,27648.0,27648.0,27648.0,27648.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/Mixed_7a/Branch_1/Conv2d_0c_7x1/,10.0,192.0,12.0,12.0,192.0,12.0,12.0,7.0,1.0,55296.0,258240.0,37158910.0,27648.0,27648.0,27648.0,27648.0,258240.0,0.0,0.0,1.0,0.0,0.0,25.824,25.824,3096.576,0.0,3096.576,3122.4,3096.576
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_0c_7x1/BiasAdd,10.0,192.0,12.0,12.0,192.0,12.0,12.0,0.0,0.0,55296.0,192.0,0.0,27648.0,27648.0,27648.0,27648.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_0c_7x1/Relu,10.0,192.0,12.0,12.0,192.0,12.0,12.0,0.0,0.0,55296.0,192.0,0.0,27648.0,27648.0,27648.0,27648.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/Mixed_7a/Branch_1/Conv2d_1a_3x3/,10.0,192.0,12.0,12.0,192.0,5.0,5.0,3.0,3.0,55296.0,331968.0,47775744.0,27648.0,4800.0,27648.0,4800.0,331968.0,0.0,0.0,1.0,0.0,0.0,33.1968,33.1968,3981.312,0.0,3981.312,4014.5088,3981.312
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_1a_3x3/BiasAdd,10.0,192.0,5.0,5.0,192.0,5.0,5.0,0.0,0.0,9600.0,192.0,0.0,4800.0,4800.0,4800.0,4800.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_1a_3x3/Relu,10.0,192.0,5.0,5.0,192.0,5.0,5.0,0.0,0.0,9600.0,192.0,0.0,4800.0,4800.0,4800.0,4800.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/Mixed_7a/Branch_2/MaxPool_1a_3x3/,10.0,192.0,5.0,5.0,768.0,5.0,5.0,3.0,3.0,24000.0,1327872.0,33177600.0,4800.0,19200.0,4800.0,19200.0,1327872.0,0.0,0.0,1.0,0.0,0.0,132.7872,132.7872,0.0,33177.6,33177.6,33310.387,33177.6
InceptionV3/Mixed_7b/Branch_0/Conv2d_0a_1x1/,10.0,768.0,5.0,5.0,320.0,5.0,5.0,1.0,1.0,27200.0,246080.0,6144000.0,19200.0,8000.0,19200.0,8000.0,246080.0,0.0,0.0,1.0,0.0,0.0,24.608,24.608,1228.8,0.0,1228.8,1253.408,1228.8
InceptionV3/InceptionV3/Mixed_7b/Branch_0/Conv2d_0a_1x1/BiasAdd,10.0,320.0,5.0,5.0,320.0,5.0,5.0,0.0,0.0,16000.0,320.0,0.0,8000.0,8000.0,8000.0,8000.0,320.0,0.0,0.0,1.0,0.0,0.0,0.032,0.032,0.0,0.0,0.0,0.032,0.032
InceptionV3/InceptionV3/Mixed_7b/Branch_0/Conv2d_0a_1x1/Relu,10.0,320.0,5.0,5.0,320.0,5.0,5.0,0.0,0.0,16000.0,320.0,0.0,8000.0,8000.0,8000.0,8000.0,320.0,0.0,0.0,1.0,0.0,0.0,0.032,0.032,0.0,0.0,0.0,0.032,0.032
InceptionV3/Mixed_7b/Branch_1/Conv2d_0a_1x1/,10.0,320.0,5.0,5.0,384.0,5.0,5.0,1.0,1.0,17600.0,123264.0,3072000.0,8000.0,9600.0,8000.0,9600.0,123264.0,0.0,0.0,1.0,0.0,0.0,12.3264,12.3264,614.4,0.0,614.4,626.7264,614.4
InceptionV3/InceptionV3/Mixed_7b/Branch_1/Conv2d_0a_1x1/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7b/Branch_1/Conv2d_0a_1x1/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7b/Branch_1/Conv2d_0b_1x3/,10.0,384.0,5.0,5.0,384.0,5.0,5.0,1.0,3.0,19200.0,442752.0,11059200.0,9600.0,9600.0,9600.0,9600.0,442752.0,0.0,0.0,1.0,0.0,0.0,44.2752,44.2752,2211.84,0.0,2211.84,2256.1152,2211.84
InceptionV3/InceptionV3/Mixed_7b/Branch_1/Conv2d_0b_1x3/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7b/Branch_1/Conv2d_0b_1x3/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7b/Branch_1/Conv2d_0b_3x1/,10.0,384.0,5.0,5.0,384.0,5.0,5.0,3.0,1.0,19200.0,442752.0,11059200.0,9600.0,9600.0,9600.0,9600.0,442752.0,0.0,0.0,1.0,0.0,0.0,44.2752,44.2752,2211.84,0.0,2211.84,2256.1152,2211.84
InceptionV3/InceptionV3/Mixed_7b/Branch_1/Conv2d_0b_3x1/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7b/Branch_1/Conv2d_0b_3x1/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7b/Branch_2/Conv2d_0a_1x1/,10.0,384.0,5.0,5.0,448.0,5.0,5.0,1.0,1.0,20800.0,172480.0,4300800.0,9600.0,11200.0,9600.0,11200.0,172480.0,0.0,0.0,1.0,0.0,0.0,17.248,17.248,860.16,0.0,860.16,877.408,860.16
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0a_1x1/BiasAdd,10.0,448.0,5.0,5.0,448.0,5.0,5.0,0.0,0.0,22400.0,448.0,0.0,11200.0,11200.0,11200.0,11200.0,448.0,0.0,0.0,1.0,0.0,0.0,0.0448,0.0448,0.0,0.0,0.0,0.0448,0.0448
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0a_1x1/Relu,10.0,448.0,5.0,5.0,448.0,5.0,5.0,0.0,0.0,22400.0,448.0,0.0,11200.0,11200.0,11200.0,11200.0,448.0,0.0,0.0,1.0,0.0,0.0,0.0448,0.0448,0.0,0.0,0.0,0.0448,0.0448
InceptionV3/Mixed_7b/Branch_2/Conv2d_0b_3x3/,10.0,448.0,5.0,5.0,384.0,5.0,5.0,3.0,3.0,20800.0,1548672.0,38707200.0,11200.0,9600.0,11200.0,9600.0,1548672.0,0.0,0.0,1.0,0.0,0.0,154.8672,154.8672,7741.44,0.0,7741.44,7896.307,7741.44
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0b_3x3/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0b_3x3/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7b/Branch_2/Conv2d_0c_1x3/,10.0,384.0,5.0,5.0,384.0,5.0,5.0,1.0,3.0,19200.0,442752.0,11059200.0,9600.0,9600.0,9600.0,9600.0,442752.0,0.0,0.0,1.0,0.0,0.0,44.2752,44.2752,2211.84,0.0,2211.84,2256.1152,2211.84
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0c_1x3/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0c_1x3/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7b/Branch_2/Conv2d_0d_3x1/,10.0,384.0,5.0,5.0,384.0,5.0,5.0,3.0,1.0,19200.0,442752.0,11059200.0,9600.0,9600.0,9600.0,9600.0,442752.0,0.0,0.0,1.0,0.0,0.0,44.2752,44.2752,2211.84,0.0,2211.84,2256.1152,2211.84
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0d_3x1/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0d_3x1/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7b/Branch_3/Conv2d_0b_1x1/,10.0,384.0,5.0,5.0,192.0,5.0,5.0,1.0,1.0,14400.0,73920.0,1843200.0,9600.0,4800.0,9600.0,4800.0,73920.0,0.0,0.0,1.0,0.0,0.0,7.392,7.392,368.64,0.0,368.64,376.032,368.64
InceptionV3/InceptionV3/Mixed_7b/Branch_3/Conv2d_0b_1x1/BiasAdd,10.0,192.0,5.0,5.0,192.0,5.0,5.0,0.0,0.0,9600.0,192.0,0.0,4800.0,4800.0,4800.0,4800.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/InceptionV3/Mixed_7b/Branch_3/Conv2d_0b_1x1/Relu,10.0,192.0,5.0,5.0,192.0,5.0,5.0,0.0,0.0,9600.0,192.0,0.0,4800.0,4800.0,4800.0,4800.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/Mixed_7c/Branch_0/Conv2d_0a_1x1/,10.0,192.0,5.0,5.0,320.0,5.0,5.0,1.0,1.0,12800.0,61760.0,1536000.0,4800.0,8000.0,4800.0,8000.0,61760.0,0.0,0.0,1.0,0.0,0.0,6.176,6.176,307.2,0.0,307.2,313.376,307.2
InceptionV3/InceptionV3/Mixed_7c/Branch_0/Conv2d_0a_1x1/BiasAdd,10.0,320.0,5.0,5.0,320.0,5.0,5.0,0.0,0.0,16000.0,320.0,0.0,8000.0,8000.0,8000.0,8000.0,320.0,0.0,0.0,1.0,0.0,0.0,0.032,0.032,0.0,0.0,0.0,0.032,0.032
InceptionV3/InceptionV3/Mixed_7c/Branch_0/Conv2d_0a_1x1/Relu,10.0,320.0,5.0,5.0,320.0,5.0,5.0,0.0,0.0,16000.0,320.0,0.0,8000.0,8000.0,8000.0,8000.0,320.0,0.0,0.0,1.0,0.0,0.0,0.032,0.032,0.0,0.0,0.0,0.032,0.032
InceptionV3/Mixed_7c/Branch_1/Conv2d_0a_1x1/,10.0,320.0,5.0,5.0,384.0,5.0,5.0,1.0,1.0,17600.0,123264.0,3072000.0,8000.0,9600.0,8000.0,9600.0,123264.0,0.0,0.0,1.0,0.0,0.0,12.3264,12.3264,614.4,0.0,614.4,626.7264,614.4
InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0a_1x1/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0a_1x1/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7c/Branch_1/Conv2d_0b_1x3/,10.0,384.0,5.0,5.0,384.0,5.0,5.0,1.0,3.0,19200.0,442752.0,11059200.0,9600.0,9600.0,9600.0,9600.0,442752.0,0.0,0.0,1.0,0.0,0.0,44.2752,44.2752,2211.84,0.0,2211.84,2256.1152,2211.84
InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0b_1x3/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0b_1x3/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7c/Branch_1/Conv2d_0c_3x1/,10.0,384.0,5.0,5.0,384.0,5.0,5.0,3.0,1.0,19200.0,442752.0,11059200.0,9600.0,9600.0,9600.0,9600.0,442752.0,0.0,0.0,1.0,0.0,0.0,44.2752,44.2752,2211.84,0.0,2211.84,2256.1152,2211.84
InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0c_3x1/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0c_3x1/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7c/Branch_2/Conv2d_0a_1x1/,10.0,384.0,5.0,5.0,448.0,5.0,5.0,1.0,1.0,20800.0,172480.0,4300800.0,9600.0,11200.0,9600.0,11200.0,172480.0,0.0,0.0,1.0,0.0,0.0,17.248,17.248,860.16,0.0,860.16,877.408,860.16
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0a_1x1/BiasAdd,10.0,448.0,5.0,5.0,448.0,5.0,5.0,0.0,0.0,22400.0,448.0,0.0,11200.0,11200.0,11200.0,11200.0,448.0,0.0,0.0,1.0,0.0,0.0,0.0448,0.0448,0.0,0.0,0.0,0.0448,0.0448
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0a_1x1/Relu,10.0,448.0,5.0,5.0,448.0,5.0,5.0,0.0,0.0,22400.0,448.0,0.0,11200.0,11200.0,11200.0,11200.0,448.0,0.0,0.0,1.0,0.0,0.0,0.0448,0.0448,0.0,0.0,0.0,0.0448,0.0448
InceptionV3/Mixed_7c/Branch_2/Conv2d_0b_3x3/,10.0,448.0,5.0,5.0,384.0,5.0,5.0,3.0,3.0,20800.0,1548672.0,38707200.0,11200.0,9600.0,11200.0,9600.0,1548672.0,0.0,0.0,1.0,0.0,0.0,154.8672,154.8672,7741.44,0.0,7741.44,7896.307,7741.44
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0b_3x3/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0b_3x3/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7c/Branch_2/Conv2d_0c_1x3/,10.0,384.0,5.0,5.0,384.0,5.0,5.0,1.0,3.0,19200.0,442752.0,11059200.0,9600.0,9600.0,9600.0,9600.0,442752.0,0.0,0.0,1.0,0.0,0.0,44.2752,44.2752,2211.84,0.0,2211.84,2256.1152,2211.84
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0c_1x3/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0c_1x3/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7c/Branch_2/Conv2d_0d_3x1/,10.0,384.0,5.0,5.0,384.0,5.0,5.0,3.0,1.0,19200.0,442752.0,11059200.0,9600.0,9600.0,9600.0,9600.0,442752.0,0.0,0.0,1.0,0.0,0.0,44.2752,44.2752,2211.84,0.0,2211.84,2256.1152,2211.84
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0d_3x1/BiasAdd,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0d_3x1/Relu,10.0,384.0,5.0,5.0,384.0,5.0,5.0,0.0,0.0,19200.0,384.0,0.0,9600.0,9600.0,9600.0,9600.0,384.0,0.0,0.0,1.0,0.0,0.0,0.0384,0.0384,0.0,0.0,0.0,0.0384,0.0384
InceptionV3/Mixed_7c/Branch_3/Conv2d_0b_1x1/,10.0,384.0,5.0,5.0,192.0,5.0,5.0,1.0,1.0,14400.0,73920.0,1843200.0,9600.0,4800.0,9600.0,4800.0,73920.0,0.0,0.0,1.0,0.0,0.0,7.392,7.392,368.64,0.0,368.64,376.032,368.64
InceptionV3/InceptionV3/Mixed_7c/Branch_3/Conv2d_0b_1x1/BiasAdd,10.0,192.0,5.0,5.0,192.0,5.0,5.0,0.0,0.0,9600.0,192.0,0.0,4800.0,4800.0,4800.0,4800.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/InceptionV3/Mixed_7c/Branch_3/Conv2d_0b_1x1/Relu,10.0,192.0,5.0,5.0,192.0,5.0,5.0,0.0,0.0,9600.0,192.0,0.0,4800.0,4800.0,4800.0,4800.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0192,0.0192,0.0,0.0,0.0,0.0192,0.0192
InceptionV3/AuxLogits/Conv2d_1b_1x1/,10.0,192.0,5.0,5.0,128.0,3.0,3.0,1.0,1.0,8000.0,24704.0,614400.0,4800.0,1152.0,4800.0,1152.0,24704.0,0.0,0.0,1.0,0.0,0.0,2.4704,2.4704,122.88,0.0,122.88,125.3504,122.88
InceptionV3/AuxLogits/Conv2d_1b_1x1/BiasAdd,10.0,128.0,3.0,3.0,128.0,3.0,3.0,0.0,0.0,2304.0,128.0,0.0,1152.0,1152.0,1152.0,1152.0,128.0,0.0,0.0,1.0,0.0,0.0,0.0128,0.0128,0.0,0.0,0.0,0.0128,0.0128
InceptionV3/AuxLogits/Conv2d_1b_1x1/Relu,10.0,128.0,3.0,3.0,128.0,3.0,3.0,0.0,0.0,2304.0,128.0,0.0,1152.0,1152.0,1152.0,1152.0,128.0,0.0,0.0,1.0,0.0,0.0,0.0128,0.0128,0.0,0.0,0.0,0.0128,0.0128
InceptionV3/AuxLogits/Conv2d_2a_3x3/,10.0,128.0,3.0,3.0,768.0,1.0,1.0,3.0,3.0,8064.0,885504.0,7962624.0,1152.0,768.0,1152.0,768.0,885504.0,0.0,0.0,1.0,0.0,0.0,88.5504,88.5504,2654.208,0.0,2654.208,2742.7583,2654.208
InceptionV3/AuxLogits/Conv2d_2a_3x3/BiasAdd,10.0,768.0,1.0,1.0,768.0,1.0,1.0,0.0,0.0,1536.0,768.0,0.0,768.0,768.0,768.0,768.0,768.0,0.0,0.0,1.0,0.0,0.0,0.0768,0.0768,0.0,0.0,0.0,0.0768,0.0768
InceptionV3/AuxLogits/Conv2d_2a_3x3/Relu,10.0,768.0,1.0,1.0,768.0,1.0,1.0,0.0,0.0,1536.0,768.0,0.0,768.0,768.0,768.0,768.0,768.0,0.0,0.0,1.0,0.0,0.0,0.0768,0.0768,0.0,0.0,0.0,0.0768,0.0768
InceptionV3/AuxLogits/Conv2d_2b_1x1/,10.0,768.0,1.0,1.0,1000.0,1.0,1.0,1.0,1.0,1768.0,769000.0,768000.0,768.0,1000.0,768.0,1000.0,769000.0,0.0,0.0,1.0,0.0,0.0,76.9,76.9,768.0,0.0,768.0,844.9,768.0
InceptionV3/AuxLogits/Conv2d_2b_1x1/BiasAdd,10.0,1000.0,1.0,1.0,1000.0,1.0,1.0,0.0,0.0,2000.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1
InceptionV3/Logits/Dropout_1b/dropout/,10.0,1000.0,1.0,1.0,2048.0,1.0,1.0,0.0,0.0,3048.0,2048.0,0.0,1000.0,2048.0,1000.0,2048.0,2048.0,0.0,0.0,1.0,0.0,0.0,0.2048,0.2048,0.0,0.0,0.0,0.2048,0.2048
InceptionV3/Logits/Conv2d_1c_1x1/,10.0,2048.0,1.0,1.0,1000.0,1.0,1.0,1.0,1.0,3048.0,2049000.0,2048000.0,2048.0,1000.0,2048.0,1000.0,2049000.0,0.0,0.0,1.0,0.0,0.0,204.9,204.9,2048.0,0.0,2048.0,2252.9,2048.0
InceptionV3/Logits/Conv2d_1c_1x1/BiasAdd,10.0,1000.0,1.0,1.0,1000.0,1.0,1.0,0.0,0.0,2000.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1
