,no_of_images,ch_in,dim_in_row,dim_in_column,ch_out,dim_out_row,dim_out_column,filter_row,filter_column,feature_map_memory,filter_coefficient_memory,macs,comp,activation,input_map_bytes,output_map_bytes,fitler_coeff_bytes,input_map_location,output_map_location,fitler_location,input_data_movement*1000000.0,output_data_movement*1000000.0,filter_data_movement*1000000.0,total_data_movement*1000000.0,matrix_compute_time*1000000.0,vector_compute_time*1000000.0,total_compute_time*1000000.0,serial*1000000.0,parallel*1000000.0
MobilenetV2/expanded_conv_15/expand/,10.0,160.0,7.0,7.0,960.0,7.0,7.0,1.0,1.0,54880.0,154560.0,7526400.0,7840.0,47040.0,7840.0,47040.0,154560.0,0.0,0.0,1.0,0.0,0.0,15.456,15.456,1075.2,0.0,1075.2,1090.656,1075.2
MobilenetV2/expanded_conv_15/expand/BatchNorm/FusedBatchNorm,10.0,960.0,7.0,7.0,960.0,7.0,7.0,0.0,0.0,94080.0,960.0,0.0,47040.0,47040.0,47040.0,47040.0,960.0,0.0,0.0,1.0,0.0,0.0,0.096,0.096,0.0,0.0,0.0,0.096,0.096
MobilenetV2/expanded_conv_15/expand/Relu6,10.0,960.0,7.0,7.0,960.0,7.0,7.0,0.0,0.0,94080.0,960.0,0.0,47040.0,47040.0,47040.0,47040.0,960.0,0.0,0.0,1.0,0.0,0.0,0.096,0.096,0.0,0.0,0.0,0.096,0.096
MobilenetV2/expanded_conv_15/depthwise/BatchNorm/FusedBatchNorm,10.0,960.0,7.0,7.0,960.0,7.0,7.0,0.0,0.0,94080.0,960.0,0.0,47040.0,47040.0,47040.0,47040.0,960.0,0.0,0.0,1.0,0.0,0.0,0.096,0.096,0.0,0.0,0.0,0.096,0.096
MobilenetV2/expanded_conv_15/depthwise/Relu6,10.0,960.0,7.0,7.0,960.0,7.0,7.0,0.0,0.0,94080.0,960.0,0.0,47040.0,47040.0,47040.0,47040.0,960.0,0.0,0.0,1.0,0.0,0.0,0.096,0.096,0.0,0.0,0.0,0.096,0.096
MobilenetV2/expanded_conv_15/project/,10.0,960.0,7.0,7.0,160.0,7.0,7.0,1.0,1.0,54880.0,153760.0,7526400.0,47040.0,7840.0,47040.0,7840.0,153760.0,0.0,0.0,1.0,0.0,0.0,15.376,15.376,1075.2,0.0,1075.2,1090.576,1075.2
MobilenetV2/expanded_conv_15/project/BatchNorm/FusedBatchNorm,10.0,160.0,7.0,7.0,160.0,7.0,7.0,0.0,0.0,15680.0,160.0,0.0,7840.0,7840.0,7840.0,7840.0,160.0,0.0,0.0,1.0,0.0,0.0,0.016,0.016,0.0,0.0,0.0,0.016,0.016
MobilenetV2/expanded_conv_16/expand/,10.0,160.0,7.0,7.0,960.0,7.0,7.0,1.0,1.0,54880.0,154560.0,7526400.0,7840.0,47040.0,7840.0,47040.0,154560.0,0.0,0.0,1.0,0.0,0.0,15.456,15.456,1075.2,0.0,1075.2,1090.656,1075.2
MobilenetV2/expanded_conv_16/expand/BatchNorm/FusedBatchNorm,10.0,960.0,7.0,7.0,960.0,7.0,7.0,0.0,0.0,94080.0,960.0,0.0,47040.0,47040.0,47040.0,47040.0,960.0,0.0,0.0,1.0,0.0,0.0,0.096,0.096,0.0,0.0,0.0,0.096,0.096
MobilenetV2/expanded_conv_16/expand/Relu6,10.0,960.0,7.0,7.0,960.0,7.0,7.0,0.0,0.0,94080.0,960.0,0.0,47040.0,47040.0,47040.0,47040.0,960.0,0.0,0.0,1.0,0.0,0.0,0.096,0.096,0.0,0.0,0.0,0.096,0.096
MobilenetV2/expanded_conv_16/depthwise/BatchNorm/FusedBatchNorm,10.0,960.0,7.0,7.0,960.0,7.0,7.0,0.0,0.0,94080.0,960.0,0.0,47040.0,47040.0,47040.0,47040.0,960.0,0.0,0.0,1.0,0.0,0.0,0.096,0.096,0.0,0.0,0.0,0.096,0.096
MobilenetV2/expanded_conv_16/depthwise/Relu6,10.0,960.0,7.0,7.0,960.0,7.0,7.0,0.0,0.0,94080.0,960.0,0.0,47040.0,47040.0,47040.0,47040.0,960.0,0.0,0.0,1.0,0.0,0.0,0.096,0.096,0.0,0.0,0.0,0.096,0.096
MobilenetV2/expanded_conv_16/project/,10.0,960.0,7.0,7.0,320.0,7.0,7.0,1.0,1.0,62720.0,307520.0,15052800.0,47040.0,15680.0,47040.0,15680.0,307520.0,0.0,0.0,1.0,0.0,0.0,30.752,30.752,2150.4,0.0,2150.4,2181.152,2150.4
MobilenetV2/expanded_conv_16/project/BatchNorm/FusedBatchNorm,10.0,320.0,7.0,7.0,320.0,7.0,7.0,0.0,0.0,31360.0,320.0,0.0,15680.0,15680.0,15680.0,15680.0,320.0,0.0,0.0,1.0,0.0,0.0,0.032,0.032,0.0,0.0,0.0,0.032,0.032
MobilenetV2/Conv_1/,10.0,320.0,7.0,7.0,1280.0,7.0,7.0,1.0,1.0,78400.0,410880.0,20070400.0,15680.0,62720.0,15680.0,62720.0,410880.0,0.0,0.0,1.0,0.0,0.0,41.088,41.088,0.0,20070.4,20070.4,20111.488,20070.4
MobilenetV2/Conv_1/BatchNorm/FusedBatchNorm,10.0,1280.0,7.0,7.0,1280.0,7.0,7.0,0.0,0.0,125440.0,1280.0,0.0,62720.0,62720.0,62720.0,62720.0,1280.0,0.0,0.0,1.0,0.0,0.0,0.128,0.128,0.0,0.0,0.0,0.128,0.128
MobilenetV2/Conv_1/Relu6,10.0,1280.0,7.0,7.0,1280.0,7.0,7.0,0.0,0.0,125440.0,1280.0,0.0,62720.0,62720.0,62720.0,62720.0,1280.0,0.0,0.0,1.0,0.0,0.0,0.128,0.128,0.0,0.0,0.0,0.128,0.128
MobilenetV2/Logits/Dropout/dropout_1/,10.0,1280.0,7.0,7.0,1280.0,1.0,1.0,0.0,0.0,125440.0,1280.0,0.0,62720.0,1280.0,62720.0,1280.0,1280.0,0.0,0.0,1.0,0.0,0.0,0.128,0.128,0.0,0.0,0.0,0.128,0.128
MobilenetV2/Logits/Conv2d_1c_1x1/,10.0,1280.0,1.0,1.0,1001.0,1.0,1.0,1.0,1.0,2281.0,1282281.0,1281280.0,1280.0,1001.0,1280.0,1001.0,1282281.0,0.0,0.0,1.0,0.0,0.0,128.2281,128.2281,1281.28,0.0,1281.28,1409.508,1281.28
MobilenetV2/Logits/Conv2d_1c_1x1/BiasAdd,10.0,1001.0,1.0,1.0,1001.0,1.0,1.0,0.0,0.0,2002.0,1001.0,0.0,1001.0,1001.0,1001.0,1001.0,1001.0,0.0,0.0,1.0,0.0,0.0,0.1001,0.1001,0.0,0.0,0.0,0.1001,0.1001
