,no_of_images,ch_in,dim_in_row,dim_in_column,ch_out,dim_out_row,dim_out_column,filter_row,filter_column,feature_map_memory,filter_coefficient_memory,macs,comp,activation,input_map_bytes,output_map_bytes,fitler_coeff_bytes,input_map_location,output_map_location,fitler_location,input_data_movement*1000000.0,output_data_movement*1000000.0,filter_data_movement*1000000.0,total_data_movement*1000000.0,matrix_compute_time*1000000.0,vector_compute_time*1000000.0,total_compute_time*1000000.0,serial*1000000.0,parallel*1000000.0
resnet_v1_50/block2/unit_4/bottleneck_v1/conv1/,10.0,512.0,14.0,14.0,128.0,28.0,28.0,1.0,1.0,125440.0,65664.0,12845056.0,100352.0,100352.0,100352.0,100352.0,65664.0,0.0,0.0,1.0,0.0,0.0,6.5664,6.5664,917.504,0.0,917.504,924.0704,917.504
resnet_v1_50/block2/unit_4/bottleneck_v1/conv1/BiasAdd,10.0,128.0,28.0,28.0,128.0,28.0,28.0,0.0,0.0,200704.0,128.0,0.0,100352.0,100352.0,100352.0,100352.0,128.0,0.0,0.0,1.0,0.0,0.0,0.0128,0.0128,0.0,0.0,0.0,0.0128,0.0128
resnet_v1_50/block2/unit_4/bottleneck_v1/conv1/Relu,10.0,128.0,28.0,28.0,128.0,28.0,28.0,0.0,0.0,200704.0,128.0,0.0,100352.0,100352.0,100352.0,100352.0,128.0,0.0,0.0,1.0,0.0,0.0,0.0128,0.0128,0.0,0.0,0.0,0.0128,0.0128
resnet_v1_50/block2/unit_4/bottleneck_v1/conv2/,10.0,128.0,28.0,28.0,128.0,14.0,14.0,3.0,3.0,200704.0,147584.0,115605500.0,100352.0,25088.0,100352.0,25088.0,147584.0,0.0,0.0,1.0,0.0,0.0,14.7584,14.7584,4128.768,0.0,4128.768,4143.5264,4128.768
resnet_v1_50/block2/unit_4/bottleneck_v1/conv2/BiasAdd,10.0,128.0,14.0,14.0,128.0,14.0,14.0,0.0,0.0,50176.0,128.0,0.0,25088.0,25088.0,25088.0,25088.0,128.0,0.0,0.0,1.0,0.0,0.0,0.0128,0.0128,0.0,0.0,0.0,0.0128,0.0128
resnet_v1_50/block2/unit_4/bottleneck_v1/conv2/Relu,10.0,128.0,14.0,14.0,128.0,14.0,14.0,0.0,0.0,50176.0,128.0,0.0,25088.0,25088.0,25088.0,25088.0,128.0,0.0,0.0,1.0,0.0,0.0,0.0128,0.0128,0.0,0.0,0.0,0.0128,0.0128
resnet_v1_50/block2/unit_4/bottleneck_v1/conv3/,10.0,128.0,14.0,14.0,512.0,14.0,14.0,1.0,1.0,125440.0,66048.0,12845056.0,25088.0,100352.0,25088.0,100352.0,66048.0,0.0,0.0,1.0,0.0,0.0,6.6048,6.6048,917.504,0.0,917.504,924.1088,917.504
resnet_v1_50/block2/unit_4/bottleneck_v1/conv3/BiasAdd,10.0,512.0,14.0,14.0,512.0,14.0,14.0,0.0,0.0,200704.0,512.0,0.0,100352.0,100352.0,100352.0,100352.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block2/unit_4/bottleneck_v1/Relu,10.0,512.0,14.0,14.0,512.0,14.0,14.0,0.0,0.0,200704.0,512.0,0.0,100352.0,100352.0,100352.0,100352.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block3/unit_1/bottleneck_v1/shortcut/,10.0,512.0,14.0,14.0,1024.0,14.0,14.0,1.0,1.0,301056.0,525312.0,102760450.0,100352.0,200704.0,100352.0,200704.0,525312.0,0.0,0.0,1.0,0.0,0.0,52.5312,52.5312,0.0,102760.445,102760.445,102812.98,102760.445
resnet_v1_50/block3/unit_1/bottleneck_v1/shortcut/BiasAdd,10.0,1024.0,14.0,14.0,1024.0,14.0,14.0,0.0,0.0,401408.0,1024.0,0.0,200704.0,200704.0,200704.0,200704.0,1024.0,0.0,0.0,1.0,0.0,0.0,0.1024,0.1024,0.0,0.0,0.0,0.1024,0.1024
resnet_v1_50/block3/unit_1/bottleneck_v1/conv1/,10.0,1024.0,14.0,14.0,256.0,14.0,14.0,1.0,1.0,250880.0,262400.0,51380224.0,200704.0,50176.0,200704.0,50176.0,262400.0,0.0,0.0,1.0,0.0,0.0,26.24,26.24,3670.016,0.0,3670.016,3696.256,3670.016
resnet_v1_50/block3/unit_1/bottleneck_v1/conv1/BiasAdd,10.0,256.0,14.0,14.0,256.0,14.0,14.0,0.0,0.0,100352.0,256.0,0.0,50176.0,50176.0,50176.0,50176.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0256,0.0256
resnet_v1_50/block3/unit_1/bottleneck_v1/conv1/Relu,10.0,256.0,14.0,14.0,256.0,14.0,14.0,0.0,0.0,100352.0,256.0,0.0,50176.0,50176.0,50176.0,50176.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0256,0.0256
resnet_v1_50/block3/unit_1/bottleneck_v1/conv2/,10.0,256.0,14.0,14.0,256.0,14.0,14.0,3.0,3.0,100352.0,590080.0,115605500.0,50176.0,50176.0,50176.0,50176.0,590080.0,0.0,0.0,1.0,0.0,0.0,59.008,59.008,8257.536,0.0,8257.536,8316.544,8257.536
resnet_v1_50/block3/unit_1/bottleneck_v1/conv2/BiasAdd,10.0,256.0,14.0,14.0,256.0,14.0,14.0,0.0,0.0,100352.0,256.0,0.0,50176.0,50176.0,50176.0,50176.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0256,0.0256
resnet_v1_50/block3/unit_1/bottleneck_v1/conv2/Relu,10.0,256.0,14.0,14.0,256.0,14.0,14.0,0.0,0.0,100352.0,256.0,0.0,50176.0,50176.0,50176.0,50176.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0256,0.0256
resnet_v1_50/block3/unit_1/bottleneck_v1/conv3/,10.0,256.0,14.0,14.0,1024.0,14.0,14.0,1.0,1.0,250880.0,263168.0,51380224.0,50176.0,200704.0,50176.0,200704.0,263168.0,0.0,0.0,1.0,0.0,0.0,26.3168,26.3168,3670.016,0.0,3670.016,3696.3328,3670.016
resnet_v1_50/block3/unit_1/bottleneck_v1/conv3/BiasAdd,10.0,1024.0,14.0,14.0,1024.0,14.0,14.0,0.0,0.0,401408.0,1024.0,0.0,200704.0,200704.0,200704.0,200704.0,1024.0,0.0,0.0,1.0,0.0,0.0,0.1024,0.1024,0.0,0.0,0.0,0.1024,0.1024
resnet_v1_50/block3/unit_1/bottleneck_v1/Relu,10.0,1024.0,14.0,14.0,1024.0,14.0,14.0,0.0,0.0,401408.0,1024.0,0.0,200704.0,200704.0,200704.0,200704.0,1024.0,0.0,0.0,1.0,0.0,0.0,0.1024,0.1024,0.0,0.0,0.0,0.1024,0.1024
resnet_v1_50/block3/unit_2/bottleneck_v1/conv1/,10.0,1024.0,14.0,14.0,256.0,14.0,14.0,1.0,1.0,250880.0,262400.0,51380224.0,200704.0,50176.0,200704.0,50176.0,262400.0,0.0,0.0,1.0,0.0,0.0,26.24,26.24,3670.016,0.0,3670.016,3696.256,3670.016
resnet_v1_50/block3/unit_2/bottleneck_v1/conv1/BiasAdd,10.0,256.0,14.0,14.0,256.0,14.0,14.0,0.0,0.0,100352.0,256.0,0.0,50176.0,50176.0,50176.0,50176.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0256,0.0256
resnet_v1_50/block3/unit_2/bottleneck_v1/conv1/Relu,10.0,256.0,14.0,14.0,256.0,14.0,14.0,0.0,0.0,100352.0,256.0,0.0,50176.0,50176.0,50176.0,50176.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0256,0.0256
resnet_v1_50/block3/unit_2/bottleneck_v1/conv2/,10.0,256.0,14.0,14.0,256.0,14.0,14.0,3.0,3.0,100352.0,590080.0,115605500.0,50176.0,50176.0,50176.0,50176.0,590080.0,0.0,0.0,1.0,0.0,0.0,59.008,59.008,8257.536,0.0,8257.536,8316.544,8257.536
resnet_v1_50/block3/unit_2/bottleneck_v1/conv2/BiasAdd,10.0,256.0,14.0,14.0,256.0,14.0,14.0,0.0,0.0,100352.0,256.0,0.0,50176.0,50176.0,50176.0,50176.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0256,0.0256
resnet_v1_50/block3/unit_2/bottleneck_v1/conv2/Relu,10.0,256.0,14.0,14.0,256.0,14.0,14.0,0.0,0.0,100352.0,256.0,0.0,50176.0,50176.0,50176.0,50176.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0256,0.0256
