,no_of_images,ch_in,dim_in_row,dim_in_column,ch_out,dim_out_row,dim_out_column,filter_row,filter_column,feature_map_memory,filter_coefficient_memory,macs,comp,activation,input_map_bytes,output_map_bytes,fitler_coeff_bytes,input_map_location,output_map_location,fitler_location,input_data_movement*1000000.0,output_data_movement*1000000.0,filter_data_movement*1000000.0,total_data_movement*1000000.0,matrix_compute_time*1000000.0,vector_compute_time*1000000.0,total_compute_time*1000000.0,serial*1000000.0,parallel*1000000.0
resnet_v1_50/block3/unit_6/bottleneck_v1/conv1/Relu,10.0,256.0,14.0,14.0,256.0,14.0,14.0,0.0,0.0,100352.0,256.0,0.0,50176.0,50176.0,50176.0,50176.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0256,0.0256
resnet_v1_50/block3/unit_6/bottleneck_v1/conv2/,10.0,256.0,14.0,14.0,256.0,7.0,7.0,3.0,3.0,100352.0,590080.0,115605500.0,50176.0,12544.0,50176.0,12544.0,590080.0,0.0,0.0,1.0,0.0,0.0,59.008,59.008,8257.536,0.0,8257.536,8316.544,8257.536
resnet_v1_50/block3/unit_6/bottleneck_v1/conv2/BiasAdd,10.0,256.0,7.0,7.0,256.0,7.0,7.0,0.0,0.0,25088.0,256.0,0.0,12544.0,12544.0,12544.0,12544.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0256,0.0256
resnet_v1_50/block3/unit_6/bottleneck_v1/conv2/Relu,10.0,256.0,7.0,7.0,256.0,7.0,7.0,0.0,0.0,25088.0,256.0,0.0,12544.0,12544.0,12544.0,12544.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0256,0.0256
resnet_v1_50/block3/unit_6/bottleneck_v1/conv3/,10.0,256.0,7.0,7.0,1024.0,7.0,7.0,1.0,1.0,62720.0,263168.0,12845056.0,12544.0,50176.0,12544.0,50176.0,263168.0,0.0,0.0,1.0,0.0,0.0,26.3168,26.3168,1835.008,0.0,1835.008,1861.3248,1835.008
resnet_v1_50/block3/unit_6/bottleneck_v1/conv3/BiasAdd,10.0,1024.0,7.0,7.0,1024.0,7.0,7.0,0.0,0.0,100352.0,1024.0,0.0,50176.0,50176.0,50176.0,50176.0,1024.0,0.0,0.0,1.0,0.0,0.0,0.1024,0.1024,0.0,0.0,0.0,0.1024,0.1024
resnet_v1_50/block3/unit_6/bottleneck_v1/Relu,10.0,1024.0,7.0,7.0,1024.0,7.0,7.0,0.0,0.0,100352.0,1024.0,0.0,50176.0,50176.0,50176.0,50176.0,1024.0,0.0,0.0,1.0,0.0,0.0,0.1024,0.1024,0.0,0.0,0.0,0.1024,0.1024
resnet_v1_50/block4/unit_1/bottleneck_v1/shortcut/,10.0,1024.0,7.0,7.0,2048.0,7.0,7.0,1.0,1.0,150528.0,2099200.0,102760450.0,50176.0,100352.0,50176.0,100352.0,2099200.0,0.0,0.0,1.0,0.0,0.0,209.92,209.92,0.0,102760.445,102760.445,102970.37,102760.445
resnet_v1_50/block4/unit_1/bottleneck_v1/shortcut/BiasAdd,10.0,2048.0,7.0,7.0,2048.0,7.0,7.0,0.0,0.0,200704.0,2048.0,0.0,100352.0,100352.0,100352.0,100352.0,2048.0,0.0,0.0,1.0,0.0,0.0,0.2048,0.2048,0.0,0.0,0.0,0.2048,0.2048
resnet_v1_50/block4/unit_1/bottleneck_v1/conv1/,10.0,2048.0,7.0,7.0,512.0,7.0,7.0,1.0,1.0,125440.0,1049088.0,51380224.0,100352.0,25088.0,100352.0,25088.0,1049088.0,0.0,0.0,1.0,0.0,0.0,104.9088,104.9088,7340.032,0.0,7340.032,7444.941,7340.032
resnet_v1_50/block4/unit_1/bottleneck_v1/conv1/BiasAdd,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_1/bottleneck_v1/conv1/Relu,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_1/bottleneck_v1/conv2/,10.0,512.0,7.0,7.0,512.0,7.0,7.0,3.0,3.0,50176.0,2359808.0,115605500.0,25088.0,25088.0,25088.0,25088.0,2359808.0,0.0,0.0,1.0,0.0,0.0,235.9808,235.9808,16515.072,0.0,16515.072,16751.053,16515.072
resnet_v1_50/block4/unit_1/bottleneck_v1/conv2/BiasAdd,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_1/bottleneck_v1/conv2/Relu,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_1/bottleneck_v1/conv3/,10.0,512.0,7.0,7.0,2048.0,7.0,7.0,1.0,1.0,125440.0,1050624.0,51380224.0,25088.0,100352.0,25088.0,100352.0,1050624.0,0.0,0.0,1.0,0.0,0.0,105.0624,105.0624,7340.032,0.0,7340.032,7445.094,7340.032
resnet_v1_50/block4/unit_1/bottleneck_v1/conv3/BiasAdd,10.0,2048.0,7.0,7.0,2048.0,7.0,7.0,0.0,0.0,200704.0,2048.0,0.0,100352.0,100352.0,100352.0,100352.0,2048.0,0.0,0.0,1.0,0.0,0.0,0.2048,0.2048,0.0,0.0,0.0,0.2048,0.2048
resnet_v1_50/block4/unit_1/bottleneck_v1/Relu,10.0,2048.0,7.0,7.0,2048.0,7.0,7.0,0.0,0.0,200704.0,2048.0,0.0,100352.0,100352.0,100352.0,100352.0,2048.0,0.0,0.0,1.0,0.0,0.0,0.2048,0.2048,0.0,0.0,0.0,0.2048,0.2048
resnet_v1_50/block4/unit_2/bottleneck_v1/conv1/,10.0,2048.0,7.0,7.0,512.0,7.0,7.0,1.0,1.0,125440.0,1049088.0,51380224.0,100352.0,25088.0,100352.0,25088.0,1049088.0,0.0,0.0,1.0,0.0,0.0,104.9088,104.9088,7340.032,0.0,7340.032,7444.941,7340.032
resnet_v1_50/block4/unit_2/bottleneck_v1/conv1/BiasAdd,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_2/bottleneck_v1/conv1/Relu,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_2/bottleneck_v1/conv2/,10.0,512.0,7.0,7.0,512.0,7.0,7.0,3.0,3.0,50176.0,2359808.0,115605500.0,25088.0,25088.0,25088.0,25088.0,2359808.0,0.0,0.0,1.0,0.0,0.0,235.9808,235.9808,16515.072,0.0,16515.072,16751.053,16515.072
resnet_v1_50/block4/unit_2/bottleneck_v1/conv2/BiasAdd,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_2/bottleneck_v1/conv2/Relu,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_2/bottleneck_v1/conv3/,10.0,512.0,7.0,7.0,2048.0,7.0,7.0,1.0,1.0,125440.0,1050624.0,51380224.0,25088.0,100352.0,25088.0,100352.0,1050624.0,0.0,0.0,1.0,0.0,0.0,105.0624,105.0624,7340.032,0.0,7340.032,7445.094,7340.032
resnet_v1_50/block4/unit_2/bottleneck_v1/conv3/BiasAdd,10.0,2048.0,7.0,7.0,2048.0,7.0,7.0,0.0,0.0,200704.0,2048.0,0.0,100352.0,100352.0,100352.0,100352.0,2048.0,0.0,0.0,1.0,0.0,0.0,0.2048,0.2048,0.0,0.0,0.0,0.2048,0.2048
resnet_v1_50/block4/unit_2/bottleneck_v1/Relu,10.0,2048.0,7.0,7.0,2048.0,7.0,7.0,0.0,0.0,200704.0,2048.0,0.0,100352.0,100352.0,100352.0,100352.0,2048.0,0.0,0.0,1.0,0.0,0.0,0.2048,0.2048,0.0,0.0,0.0,0.2048,0.2048
resnet_v1_50/block4/unit_3/bottleneck_v1/conv1/,10.0,2048.0,7.0,7.0,512.0,7.0,7.0,1.0,1.0,125440.0,1049088.0,51380224.0,100352.0,25088.0,100352.0,25088.0,1049088.0,0.0,0.0,1.0,0.0,0.0,104.9088,104.9088,7340.032,0.0,7340.032,7444.941,7340.032
resnet_v1_50/block4/unit_3/bottleneck_v1/conv1/BiasAdd,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_3/bottleneck_v1/conv1/Relu,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_3/bottleneck_v1/conv2/,10.0,512.0,7.0,7.0,512.0,7.0,7.0,3.0,3.0,50176.0,2359808.0,115605500.0,25088.0,25088.0,25088.0,25088.0,2359808.0,0.0,0.0,1.0,0.0,0.0,235.9808,235.9808,16515.072,0.0,16515.072,16751.053,16515.072
resnet_v1_50/block4/unit_3/bottleneck_v1/conv2/BiasAdd,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_3/bottleneck_v1/conv2/Relu,10.0,512.0,7.0,7.0,512.0,7.0,7.0,0.0,0.0,50176.0,512.0,0.0,25088.0,25088.0,25088.0,25088.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0512,0.0512,0.0,0.0,0.0,0.0512,0.0512
resnet_v1_50/block4/unit_3/bottleneck_v1/conv3/,10.0,512.0,7.0,7.0,2048.0,7.0,7.0,1.0,1.0,125440.0,1050624.0,51380224.0,25088.0,100352.0,25088.0,100352.0,1050624.0,0.0,0.0,1.0,0.0,0.0,105.0624,105.0624,7340.032,0.0,7340.032,7445.094,7340.032
resnet_v1_50/block4/unit_3/bottleneck_v1/conv3/BiasAdd,10.0,2048.0,7.0,7.0,2048.0,7.0,7.0,0.0,0.0,200704.0,2048.0,0.0,100352.0,100352.0,100352.0,100352.0,2048.0,0.0,0.0,1.0,0.0,0.0,0.2048,0.2048,0.0,0.0,0.0,0.2048,0.2048
resnet_v1_50/block4/unit_3/bottleneck_v1/Relu,10.0,2048.0,7.0,7.0,2048.0,7.0,7.0,0.0,0.0,200704.0,2048.0,0.0,100352.0,100352.0,100352.0,100352.0,2048.0,0.0,0.0,1.0,0.0,0.0,0.2048,0.2048,0.0,0.0,0.0,0.2048,0.2048
resnet_v1_50/,10.0,2048.0,7.0,7.0,2048.0,1.0,1.0,7.0,7.0,200704.0,205522940.0,10070524000.0,100352.0,2048.0,100352.0,2048.0,205522940.0,0.0,0.0,1.0,0.0,0.0,20552.295,20552.295,0.0,10070524.0,10070524.0,10091076.0,10070524.0
